,Fundo,Emissão,TipodeOferta,Variação,Database,DatadeEncerramento,CoordenadorLíder,MétododeRateio,Observações,Informações,YouTube
124,HCTR11,8ª,476,,03.02.21,11.03.21,Órama,Proporcional,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://youtu.be/8cqASnZvAww"" rel=""noopener noreferrer"" target=""_blank"">Vídeo-resumo da Emissão</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143122&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143124&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=143120&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=153739&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Montante Adicional</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=154431&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=158077&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Cotas</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/8cqASnZvAww"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
125,HCTR11,9ª,476,,04.05.21,07.06.21,Warren CTVM,Proporcional,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=168543&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=168508&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=168519&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=178641&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=182292&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=184017&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Aviso ao Mercado</a></td>",
126,HDOF11,2ª,476,,30.10.20,30.03.21,Hedge Investments,Não há,"¹ Data de encerramento do Exercício de Preferência na B3 não especificada. Portanto, confirme a data com a sua corretora.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124452&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124453&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=159062&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
127,HFOF11,10ª,476,,22.04.21,27.05.21,Hedge Investments,,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=165840&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=165841&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=165842&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=165840"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=172587&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=179629&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
128,HFOF11,6ª,476,,18.10.19,,,Não há,,,
129,HFOF11,7ª,476,,04.02.20,13.03.20,Hedge Investments,Não há,,,
130,HFOF11,8ª,476,,12.06.20,24.07.20,Hedge Investments,Não há,,,
131,HFOF11,9ª,476,,09.10.20,30.11.20,Hedge Investments,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120257&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120259&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato da Administradora</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=120261&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=123352&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Encerramento do Período de Preferência</a></td>",
132,HGBS11,8ª,476,,29.07.19,,,Não há,,,
133,HGCR11,6ª,400,,24.07.19,,,,,,
134,HGCR11,7ª,400,,26.11.19,,,Proporcional,,,
135,HGFF11,1ª,400,,Não há,,,,,,
136,HGFF11,2ª,400,,10.08.20,22.09.20,Credit Suisse,Proporcional,,,
137,HGIC11,1ª,476,,Não há,24.03.21,,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=161542&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Formulário de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=161545&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão das Cotas</a></td>",
138,HGLG11,6ª,400,,08.07.20,10.08.20,Credit Suisse,Proporcional,,,
139,HGPO11,2ª,476,,14.04.21,20.05.21,Credit Suisse,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=163784&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=163788&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=171545&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=178252&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=179156&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>",
140,HGRE11,8ª,400,,15.08.19,,,,,,
141,HGRE11,9ª,400,,22.10.20,03.12.20,Credit Suisse,Proporcional,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122932&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122934&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122931&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=129967&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/O0DasdtA8B8"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
142,HGRU11,2ª,400,,17.10.19,,,,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=70117"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>",
143,HGRU11,3ª,476,,12.05.20,,Credit Suisse,Não há,,,
144,HGRU11,4ª,400,,25.09.20,04.11.20,Credit Suisse,,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=114208&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=114205&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118315&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118314&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=118318&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/qPipirfCVmQ"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
145,HLOG11,2ª,476,,12.06.20,24.07.20,Hedge Investments,Não há,,,
146,HLOG11,3ª,476,,29.09.20,02.12.20,Hedge Investments,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118784&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=118787&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=122804&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Sobras</a></td>",
147,HOSI11,1ª,400,,Não há,,Easynvest,Proporcional,,,
148,HPDP11,2ª,476,,15.01.20,10.02.20,,Não há,,,
149,HREC11,2ª,476,,30.10.20,16.04.21,Hedge Investments,Não há,"¹ Data de encerramento do Exercício de Preferência na B3 não especificada. Portanto, confirme a data com a sua corretora.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124446&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124448&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=124698&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=165848&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
150,HSAF11,1ª,400,,Não há,,XP Investimentos,Igualitário (Linear),,,
151,HSLG11,4ª,400,,Não há,15.12.20,Banco Itaú BBA,Proporcional,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=130456&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=130455&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=132783&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=134143&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início de Negociações</a></td>",
152,HSML11,2ª,400,,21.10.19,,,,,,
153,HTMX11,14ª,476,,24.10.19,,,Não há,,,
154,HUSI11,2ª,400,,Não há,,Planner,Proporcional,,,
155,IBFF11,1ª,400,,Não há,,,,,,
156,IFID11,1ª,400,,Não há,24.02.21,Inter DTVM,Igualitário (Linear),¹ Período de Desistência: 26.01 até 01.02.21,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=141840&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=129644&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=141856&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Modificação da Oferta</a></td>",
157,IFIE11,1ª,400,,Não há,21.01.21,Inter DTVM,Proporcional (acima de R$100 mil),,,
158,IRDM11,2ª,476,,,,XP Investimentos,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=36203&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=36204&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=38289&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
159,IRDM11,3ª,476,,07.03.19,,BTG Pactual,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=43053&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=45045&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
160,IRDM11,4ª,476,,16.07.19,,BTG Pactual,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=54052&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=54051&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=56448&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
161,IRDM11,5ª,476,,30.10.19,,,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=64011&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=64007&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=73756&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
162,IRDM11,6ª,476,,04.02.20,,XP Investimentos,Não há,,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=79382&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=84326&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
163,IRDM11,7ª,476,,08.07.20,,XP Investimentos,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=105448&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a> <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=115809&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão de Recibos</a></td>",
164,IRDM11,8ª,476,,16.11.20,23.12.20,XP Investimentos,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=127067&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=127070&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=133705&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=138762&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Início das Negociações</a></td>",
165,IRDM11,9ª,476,,04.03.21,12.04.21,XP Investimentos,Não há,"¹ O cotista poderá informar, junto ao exercício dos direitos de sobras, o quanto ele gostaria de adquirir de cotas no Montante Adicional.","<td><a href=""https://youtu.be/_2OLfAW3enM"" rel=""noopener noreferrer"" target=""_blank"">Vídeo sobre a Emissão</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=152637&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=152598&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=161029&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Proporção de Rateio</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=162820&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=173432&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Conversão dos Recibos</a></td>","<td><a class=""nt_btn nt_rounded_btn"" href=""https://youtu.be/_2OLfAW3enM"" style=""color: rgba(0, 0, 0, 1);background-color: rgba(244, 180, 0, 1);"" target=""_blank"">YouTube</a></td>"
166,JFLL11,1ª,400,,Não há,08.01.21,Genial Investimentos,Proporcional (acima de R$1 milhão),Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=135351&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Prospecto Definitivo</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=131492&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Modificação de Oferta</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=131757&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Início</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/visualizarDocumento?id=137698&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Anúncio de Encerramento</a></td>",
167,JPPA11,2ª,476,,19.08.20,,Vórtx DTVM,Não há,Nenhuma,"<td><a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=112844&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Informações sobre Direitos</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=112314&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Fato Relevante</a>, <a href=""https://fnet.bmfbovespa.com.br/fnet/publico/exibirDocumento?id=112307&amp;cvm=true"" rel=""noopener noreferrer"" target=""_blank"">Ato do Administrador</a></td>",
